model;dt;re-plan after #timesteps;planning horizon;v_min [m/s];v_max [m/s];a_min [m/s^2];a_max [m/s^2];delta_min [radians];delta_max [radians];v_delta_min [radians/s];v_delta_max [radians/s];road name;road completion;objective value;avg solve time;max solve time;min solve time;url animation;url stats
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-09-02-2025 00:23:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-09-02-2025 00:23:59/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-09-02-2025 00:23:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-09-02-2025 00:23:59/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-09-02-2025 00:23:59/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-09-02-2025 00:23:59/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-09-02-2025 00:31:53/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-09-02-2025 00:31:53/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-09-02-2025 00:32:22/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-09-02-2025 00:32:22/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-09-02-2025 00:32:22/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-09-02-2025 00:32:22/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-09-02-2025 00:33:58/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-09-02-2025 00:33:58/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.76%;minimize_control_derivatives_offset_maximize_distance: 1469458.41;6.37ms;8.90ms;1.77ms;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-09-02-2025 00:37:35/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-09-02-2025 00:37:35/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.88%;minimize_control_derivatives_offset_maximize_distance: 736557.02;6.41ms;7.52ms;1.66ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-09-02-2025 00:37:35/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-09-02-2025 00:37:35/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;26.96%;minimize_control_derivatives_offset_maximize_distance: 462082.18;6.26ms;6.99ms;5.66ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 00:37:35/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 00:37:35/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;26.25%;minimize_control_derivatives_offset_maximize_distance: 206084.61;6.28ms;7.19ms;5.52ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 00:37:35/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 00:37:35/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;41.41%;minimize_control_derivatives_offset_maximize_distance: 1135015.62;7.19ms;9.60ms;5.61ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-09-02-2025 00:37:35/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-09-02-2025 00:37:35/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;59.53%;minimize_control_derivatives_offset_maximize_distance: 2467711.69;5.36ms;7.10ms;4.25ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-09-02-2025 00:37:35/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-09-02-2025 00:37:35/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;45.20%;minimize_control_derivatives_offset_maximize_distance: 2820880.04;6.00ms;7.38ms;4.03ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-09-02-2025 00:37:35/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-09-02-2025 00:37:35/stats.pdf""; ""Stats"")"
PM;16.67ms;4;3;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;15.78%;minimize_control_derivatives_offset_maximize_distance: 5699721.22;7.19ms;9.17ms;5.51ms;"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-09-02-2025 00:37:35/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-09-02-2025 00:37:35/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.82%;minimize_control_derivatives_offset_maximize_distance: 1495856.15;13.30ms;15.61ms;2.14ms;"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-09-02-2025 12:23:08/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-RoadAlignedModel-09-02-2025 12:23:08/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.91%;minimize_control_derivatives_offset_maximize_distance: 357477.18;13.58ms;16.40ms;2.53ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-09-02-2025 12:23:08/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-09-02-2025 12:23:08/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.64%;minimize_control_derivatives_offset_maximize_distance: 1090531.87;11.91ms;16.56ms;2.69ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 12:23:08/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 12:23:08/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;95.89%;minimize_control_derivatives_offset_maximize_distance: -171570.20;13.76ms;17.72ms;2.13ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 12:23:08/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 12:23:08/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;94.59%;minimize_control_derivatives_offset_maximize_distance: 1345043.50;12.72ms;22.37ms;2.96ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-09-02-2025 12:23:08/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-09-02-2025 12:23:08/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;52.20%;minimize_control_derivatives_offset_maximize_distance: 822250.21;10.37ms;13.54ms;6.66ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-09-02-2025 12:23:08/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-09-02-2025 12:23:08/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;44.27%;minimize_control_derivatives_offset_maximize_distance: 605914.02;11.42ms;14.37ms;6.98ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-09-02-2025 12:23:08/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-09-02-2025 12:23:08/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;4.29%;minimize_control_derivatives_offset_maximize_distance: 22495.15;15.17ms;15.81ms;14.19ms;"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-09-02-2025 12:23:08/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-09-02-2025 12:23:08/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;94.59%;minimize_control_derivatives_offset_maximize_distance: 1338334.54;12.06ms;20.86ms;2.82ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-09-02-2025 12:52:15/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-09-02-2025 12:52:15/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Feasible Curve;52.19%;minimize_control_derivatives_offset_maximize_distance: 817101.14;11.55ms;19.25ms;6.74ms;"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-09-02-2025 12:52:15/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/feasible_curve-RoadAlignedModel-09-02-2025 12:52:15/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;44.27%;minimize_control_derivatives_offset_maximize_distance: 604216.03;12.36ms;15.70ms;7.47ms;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-09-02-2025 12:52:15/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-09-02-2025 12:52:15/stats.pdf""; ""Stats"")"
PM;16.67ms;8;5;6.0;14.399999999999999;-4;4;-0.6981317007977318;0.6981317007977318;-8;8;Random;4.29%;minimize_control_derivatives_offset_maximize_distance: 23280.09;15.41ms;16.27ms;14.45ms;"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-09-02-2025 12:52:15/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-09-02-2025 12:52:15/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;4.8;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;17.16%;minimize_control_derivatives_offset_maximize_distance: 517550.02;11.80ms;13.78ms;10.34ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-09-02-2025 22:27:50/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-09-02-2025 22:27:50/stats.pdf""; ""Stats"")"
KST;16.67ms;5;3;0;4.8;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.95%;minimize_control_derivatives_offset_maximize_distance: 7190339.58;7.23ms;8.83ms;1.05ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-OrientedRoadFollowingModel-09-02-2025 22:27:50/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-OrientedRoadFollowingModel-09-02-2025 22:27:50/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;4.8;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;29.51%;minimize_control_derivatives_offset_maximize_distance: 1485772.45;11.18ms;12.70ms;10.03ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 22:27:50/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 22:27:50/stats.pdf""; ""Stats"")"
KST;16.67ms;5;3;0;4.8;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.87%;minimize_control_derivatives_offset_maximize_distance: 3171490.59;6.99ms;9.22ms;1.10ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-OrientedRoadFollowingModel-09-02-2025 22:27:50/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-OrientedRoadFollowingModel-09-02-2025 22:27:50/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;26.4;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;95.85%;minimize_control_derivatives_offset_maximize_distance: -234559.11;10.09ms;24.39ms;2.84ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-09-02-2025 22:55:42/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-RoadAlignedModel-09-02-2025 22:55:42/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;26.4;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 22:55:42/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 22:55:42/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;26.4;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 22:55:42/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 22:55:42/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;26.4;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Elchtest 1;94.04%;minimize_control_derivatives_offset_maximize_distance: 4400992.01;8.45ms;11.64ms;2.90ms;"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-09-02-2025 22:55:42/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/elchtest_1-RoadAlignedModel-09-02-2025 22:55:42/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;26.4;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Pm Feasible Curve;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/pm_feasible_curve-RoadAlignedModel-09-02-2025 22:55:42/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/pm_feasible_curve-RoadAlignedModel-09-02-2025 22:55:42/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;26.4;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-09-02-2025 22:55:42/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-09-02-2025 22:55:42/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;26.4;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-09-02-2025 22:55:42/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-09-02-2025 22:55:42/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;26.4;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 23:02:09/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 23:02:09/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;26.4;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 23:02:09/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 23:02:09/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;17.6;26.4;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 23:03:25/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 23:03:25/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;14.4;21.599999999999998;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 23:04:00/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 23:04:00/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;14.4;21.599999999999998;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 23:04:00/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 23:04:00/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;19.8;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;30.14%;minimize_control_derivatives_offset_maximize_distance: 398135.62;12.36ms;14.64ms;11.25ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 23:04:49/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 23:04:49/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;19.8;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 23:04:49/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 23:04:49/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;19.8;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Pm Feasible Curve;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/pm_feasible_curve-RoadAlignedModel-09-02-2025 23:04:49/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/pm_feasible_curve-RoadAlignedModel-09-02-2025 23:04:49/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;19.8;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-09-02-2025 23:04:49/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-09-02-2025 23:04:49/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;19.8;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-09-02-2025 23:04:49/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-09-02-2025 23:04:49/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;13.200000000000001;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.74%;minimize_control_derivatives_offset_maximize_distance: 2549693.70;10.51ms;13.52ms;1.93ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 23:08:29/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-RoadAlignedModel-09-02-2025 23:08:29/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;13.200000000000001;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Slalom;95.93%;minimize_control_derivatives_offset_maximize_distance: 17775755.89;11.85ms;18.53ms;1.86ms;"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 23:08:29/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/slalom-RoadAlignedModel-09-02-2025 23:08:29/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;13.200000000000001;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Pm Feasible Curve;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/pm_feasible_curve-RoadAlignedModel-09-02-2025 23:08:29/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/pm_feasible_curve-RoadAlignedModel-09-02-2025 23:08:29/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;13.200000000000001;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Infeasible Curve;0%;minimize_control_derivatives_offset_maximize_distance: 0.00;-;-;-;"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-09-02-2025 23:08:29/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/infeasible_curve-RoadAlignedModel-09-02-2025 23:08:29/stats.pdf""; ""Stats"")"
PM;16.67ms;5;3;0;13.200000000000001;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Random;14.59%;minimize_control_derivatives_offset_maximize_distance: 1698402.49;14.05ms;16.05ms;12.29ms;"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-09-02-2025 23:08:29/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/random-RoadAlignedModel-09-02-2025 23:08:29/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;95.92%;maximize_distance: 172.66;3.15ms;4.40ms;0.82ms;"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Straight;0.46%;maximize_distance: 0.83;7.88ms;7.95ms;7.81ms;"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/straight-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;58.31%;maximize_distance: 137.39;3.61ms;5.57ms;2.71ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Bicycle;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Left Turn;1.41%;maximize_distance: 3.33;7.86ms;8.23ms;7.67ms;"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/left_turn-BicycleModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
Point Mass;16.67ms;5;3;3.5;5;-6;3;-0.6981317007977318;0.6981317007977318;-8;8;Lane Change;95.88%;maximize_distance: 97.69;3.46ms;8.38ms;0.53ms;"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 19:49:31/animation.mp4""; ""Animation"")";"=HYPERLINK(""http://wg-server.net:8000/lane_change-PointMassModel-24-02-2025 19:49:31/stats.pdf""; ""Stats"")"
